EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceGroup,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1107,30,26-35,Yes,Rarely,740,Sales,1,Near,Bachelor,Life Sciences,1,1562,Medium,Male,64,Medium,2,Sales Executive,Low,Married,9714,5k-10k,5323,1,Y,No,11,Excellent,Very High,80,Low,10,4,Good,10,8,6,7
RM1110,30,26-35,No,Rarely,1288,Sales,29,Far,Master,Technical Degree,1,1568,High,Male,33,High,3,Sales Executive,Medium,Married,9250,5k-10k,17799,3,Y,No,12,Excellent,Medium,80,Low,9,3,Good,4,2,1,3
RM1142,30,26-35,No,Rarely,241,Research & Development,7,Medium,Bachelor,Medical,1,1609,Medium,Male,48,Medium,1,Research Scientist,Medium,Married,2141,Upto 5k,5348,1,Y,No,12,Excellent,Medium,80,Low,6,3,Fair,6,4,1,1
RM1234,30,26-35,No,Rarely,793,Research & Development,16,Far,Below College,Life Sciences,1,1729,Medium,Male,33,High,1,Research Scientist,Very High,Married,2862,Upto 5k,3811,1,Y,No,12,Excellent,Medium,80,Low,10,2,Fair,10,0,0,8
RM1245,30,26-35,No,Frequently,1312,Research & Development,2,Near,Master,Technical Degree,1,1745,Very High,Female,78,Medium,1,Research Scientist,Low,Single,4968,Upto 5k,26427,0,Y,No,16,Excellent,Very High,80,No Stock,10,2,Good,9,7,0,7
RM1247,30,26-35,Yes,Frequently,600,Human Resources,8,Medium,Bachelor,Human Resources,1,1747,High,Female,66,Medium,1,Human Resources,Very High,Divorced,2180,Upto 5k,9732,6,Y,No,11,Excellent,High,80,Low,6,0,Fair,4,2,1,2
RM1252,30,26-35,No,Rarely,979,Sales,15,Medium,College,Marketing,1,1754,High,Male,94,Medium,3,Sales Executive,Low,Divorced,7140,5k-10k,3088,2,Y,No,11,Excellent,Low,80,Low,12,2,Good,7,7,1,7
RM1260,30,26-35,No,Rarely,305,Research & Development,16,Far,Bachelor,Life Sciences,1,1763,High,Male,58,Very High,2,Healthcare Representative,High,Married,5294,5k-10k,9128,3,Y,No,16,Excellent,High,80,Low,10,3,Good,7,0,1,7
RM1297,30,26-35,No,Rarely,1092,Research & Development,10,Medium,Bachelor,Medical,1,1816,Low,Female,64,High,3,Manufacturing Director,High,Single,9667,5k-10k,2739,9,Y,No,14,Excellent,Medium,80,No Stock,9,3,Good,7,7,0,2
RM1339,30,26-35,Yes,Rarely,945,Sales,9,Medium,Bachelor,Medical,1,1876,Medium,Male,89,High,1,Sales Representative,Very High,Single,1081,Upto 5k,16019,1,Y,No,13,Excellent,High,80,No Stock,1,3,Fair,1,0,0,0
RM1413,30,26-35,No,Rarely,911,Research & Development,1,Near,College,Medical,1,1989,Very High,Male,76,High,1,Laboratory Technician,Medium,Married,3748,Upto 5k,4077,1,Y,No,13,Excellent,High,80,No Stock,12,6,Fair,12,8,1,7
RM013,31,26-35,No,Rarely,670,Research & Development,26,Far,Below College,Life Sciences,1,16,Low,Male,31,High,1,Research Scientist,High,Divorced,2911,Upto 5k,15170,1,Y,No,17,Excellent,Very High,80,Low,5,1,Fair,5,2,4,3
RM059,31,26-35,No,Rarely,655,Research & Development,7,Medium,Master,Life Sciences,1,76,Very High,Male,48,High,2,Laboratory Technician,Very High,Divorced,5915,5k-10k,9528,3,Y,No,22,Outstanding,Very High,80,Low,10,3,Fair,7,7,1,7
RM073,31,26-35,No,Rarely,1082,Research & Development,1,Near,Master,Medical,1,95,High,Male,87,High,1,Research Scientist,Medium,Single,2501,Upto 5k,18775,1,Y,No,17,Excellent,Medium,80,No Stock,1,4,Good,1,1,1,
RM076,31,26-35,No,Rarely,746,Research & Development,8,Medium,Master,Life Sciences,1,98,High,Female,61,High,2,Manufacturing Director,Very High,Single,4424,Upto 5k,20682,1,Y,No,23,Outstanding,Very High,80,No Stock,11,2,Good,11,7,1,
RM125,31,26-35,Yes,Rarely,249,Sales,6,Medium,Master,Life Sciences,1,163,Medium,Male,76,Low,2,Sales Executive,High,Married,6172,5k-10k,20739,4,Y,Yes,18,Excellent,Medium,80,No Stock,12,3,Fair,7,7,7,7
RM133,31,26-35,Yes,Rarely,542,Sales,20,Far,Bachelor,Life Sciences,1,175,Medium,Female,71,Low,2,Sales Executive,High,Married,4559,Upto 5k,24788,3,Y,Yes,11,Excellent,High,80,Low,4,2,Good,2,2,2,2
RM181,31,26-35,No,Rarely,140,Research & Development,12,Medium,Below College,Medical,1,246,High,Female,95,High,1,Research Scientist,Very High,Married,3929,Upto 5k,6984,8,Y,Yes,23,Outstanding,High,80,Low,7,0,Good,4,2,0,2
RM225,31,26-35,No,Non-Travel,979,Research & Development,1,Near,Master,Medical,1,308,High,Male,90,Low,2,Manufacturing Director,High,Married,4345,Upto 5k,4381,0,Y,No,12,Excellent,Very High,80,Low,6,2,Good,5,4,1,4
RM246,31,26-35,No,Frequently,1327,Research & Development,3,Near,Master,Medical,1,337,Medium,Male,73,High,3,Research Director,High,Divorced,13675,10k-15k,13523,9,Y,No,12,Excellent,Low,80,Low,9,3,Good,2,2,2,2
RM260,31,26-35,Yes,Frequently,307,Research & Development,29,Far,College,Medical,1,355,High,Male,71,Medium,1,Laboratory Technician,Medium,Single,3479,Upto 5k,11652,0,Y,No,11,Excellent,Medium,80,No Stock,6,2,Excellent,5,4,1,4
RM267,31,26-35,No,Rarely,1463,Research & Development,23,Far,Bachelor,Medical,1,367,Medium,Male,64,Medium,2,Healthcare Representative,Very High,Married,5582,5k-10k,14408,0,Y,No,21,Outstanding,Medium,80,Low,10,2,Good,9,0,7,8
RM293,31,26-35,No,Frequently,444,Sales,5,Near,Bachelor,Marketing,1,399,Very High,Female,84,High,1,Sales Representative,Medium,Divorced,2789,Upto 5k,3909,1,Y,No,11,Excellent,High,80,Low,2,5,Fair,2,2,2,2
RM304,31,26-35,No,Rarely,218,Sales,7,Medium,Bachelor,Technical Degree,1,416,Medium,Male,100,Very High,2,Sales Executive,Very High,Married,6929,5k-10k,12241,4,Y,No,11,Excellent,Medium,80,Low,10,3,Fair,8,7,7,7
RM310,31,26-35,No,Rarely,691,Research & Development,5,Near,Master,Technical Degree,1,423,High,Male,86,High,1,Research Scientist,Very High,Married,4821,Upto 5k,10077,0,Y,Yes,12,Excellent,High,80,Low,6,4,Good,5,2,0,3
RM311,31,26-35,No,Rarely,106,Human Resources,2,Near,Bachelor,Human Resources,1,424,Low,Male,62,Medium,2,Human Resources,Low,Married,6410,5k-10k,17822,3,Y,No,12,Excellent,Very High,80,No Stock,9,1,Good,2,2,1,0
RM313,31,26-35,No,Rarely,192,Research & Development,2,Near,Master,Life Sciences,1,426,High,Male,32,High,1,Research Scientist,Very High,Divorced,2695,Upto 5k,7747,0,Y,Yes,18,Excellent,Medium,80,Low,3,2,Poor,2,2,2,2
RM322,31,26-35,No,Rarely,691,Sales,7,Medium,Bachelor,Marketing,1,438,Very High,Male,73,High,2,Sales Executive,Very High,Divorced,7547,5k-10k,7143,4,Y,No,12,Excellent,Very High,80,High,13,3,Good,7,7,1,7
RM326,31,26-35,No,Frequently,798,Research & Development,7,Medium,College,Life Sciences,1,442,High,Female,48,Medium,3,Manufacturing Director,High,Married,8943,5k-10k,14034,1,Y,No,24,Outstanding,Low,80,Low,10,2,Good,10,9,8,9
RM343,31,26-35,No,Rarely,1232,Research & Development,7,Medium,Master,Medical,1,462,High,Female,39,High,3,Manufacturing Director,Very High,Single,7143,5k-10k,25713,1,Y,Yes,14,Excellent,High,80,No Stock,11,2,Fair,11,9,4,10
RM370,31,26-35,No,Rarely,408,Research & Development,9,Medium,Master,Life Sciences,1,493,High,Male,42,Medium,1,Research Scientist,Medium,Single,2657,Upto 5k,7551,0,Y,Yes,16,Excellent,Very High,80,No Stock,3,5,Good,2,2,2,2
RM395,31,26-35,No,Rarely,480,Research & Development,7,Medium,College,Medical,1,524,Medium,Female,31,High,2,Manufacturing Director,Low,Married,4306,Upto 5k,4156,1,Y,No,12,Excellent,Medium,80,Low,13,5,Poor,13,10,3,12
RM400,31,26-35,No,Rarely,329,Research & Development,1,Near,College,Life Sciences,1,530,Very High,Male,98,Medium,1,Laboratory Technician,Low,Married,2218,Upto 5k,16193,1,Y,No,12,Excellent,High,80,Low,4,3,Good,4,2,3,2
RM435,31,26-35,No,Rarely,1274,Research & Development,9,Medium,Below College,Life Sciences,1,581,High,Male,33,High,3,Manufacturing Director,Medium,Divorced,10648,10k-15k,14394,1,Y,No,25,Outstanding,Very High,80,Low,13,6,Excellent,13,8,0,8
RM440,31,26-35,Yes,Frequently,534,Research & Development,20,Far,Bachelor,Life Sciences,1,587,Low,Male,66,High,3,Healthcare Representative,High,Married,9824,5k-10k,22908,3,Y,No,12,Excellent,Low,80,No Stock,12,2,Good,1,0,0,0
RM451,31,26-35,No,Rarely,828,Sales,2,Near,Below College,Life Sciences,1,604,Medium,Male,77,High,2,Sales Executive,Very High,Single,6582,5k-10k,8346,4,Y,Yes,13,Excellent,High,80,No Stock,10,2,Excellent,6,5,0,5
RM457,31,26-35,No,Rarely,688,Sales,7,Medium,Bachelor,Life Sciences,1,613,High,Male,44,Medium,3,Manager,Very High,Divorced,11557,10k-15k,25291,9,Y,No,21,Outstanding,High,80,Low,10,3,Fair,5,4,0,1
RM483,31,26-35,Yes,Rarely,1365,Sales,13,Medium,Master,Medical,1,650,Medium,Male,46,High,2,Sales Executive,Low,Divorced,4233,Upto 5k,11512,2,Y,No,17,Excellent,High,80,No Stock,9,2,Poor,3,1,1,2
RM485,31,26-35,No,Rarely,525,Sales,6,Medium,Master,Medical,1,653,Low,Male,66,Very High,2,Sales Executive,Very High,Divorced,5460,5k-10k,6219,4,Y,No,22,Outstanding,Very High,80,Medium,13,4,Excellent,7,7,5,7
RM645,31,26-35,No,Rarely,1222,Research & Development,11,Medium,Master,Life Sciences,1,895,Very High,Male,48,High,1,Research Scientist,Very High,Married,2356,Upto 5k,14871,3,Y,Yes,19,Excellent,Medium,80,Low,8,2,Good,6,4,0,2
RM676,31,26-35,No,Rarely,154,Sales,7,Medium,Master,Life Sciences,1,941,Medium,Male,41,Medium,1,Sales Representative,High,Married,2329,Upto 5k,11737,3,Y,No,15,Excellent,Medium,80,No Stock,13,2,Excellent,7,7,5,2
RM680,31,26-35,No,Non-Travel,1188,Sales,20,Far,College,Marketing,1,947,Very High,Female,45,High,2,Sales Executive,High,Married,6932,5k-10k,24406,1,Y,No,13,Excellent,Very High,80,Low,9,2,Fair,9,8,0,0
RM691,31,26-35,No,Rarely,616,Research & Development,12,Medium,Bachelor,Medical,1,961,Very High,Female,41,High,2,Healthcare Representative,Very High,Married,5855,5k-10k,17369,0,Y,Yes,11,Excellent,High,80,Medium,10,2,Poor,9,7,8,5
RM710,31,26-35,Yes,Non-Travel,335,Research & Development,9,Medium,College,Medical,1,991,High,Male,46,Medium,1,Research Scientist,Low,Single,2321,Upto 5k,10322,0,Y,Yes,22,Outstanding,Low,80,No Stock,4,0,Good,3,2,1,2
RM727,31,26-35,No,Frequently,853,Research & Development,1,Near,Below College,Life Sciences,1,1011,High,Female,96,High,2,Manufacturing Director,Low,Married,4148,Upto 5k,11275,1,Y,No,12,Excellent,High,80,Low,4,1,Good,4,3,0,3
RM819,31,26-35,No,Frequently,793,Sales,20,Far,Bachelor,Life Sciences,1,1135,High,Male,67,Very High,1,Sales Representative,Very High,Married,2791,Upto 5k,21981,0,Y,No,12,Excellent,Low,80,Low,3,4,Good,2,2,2,2
RM832,31,26-35,Yes,Frequently,874,Research & Development,15,Medium,Bachelor,Medical,1,1160,High,Male,72,High,1,Laboratory Technician,High,Married,2610,Upto 5k,6233,1,Y,No,12,Excellent,High,80,Low,2,5,Fair,2,2,2,2
RM896,31,26-35,No,Rarely,1332,Research & Development,11,Medium,College,Medical,1,1251,High,Male,80,High,2,Healthcare Representative,Low,Married,6833,5k-10k,17089,1,Y,Yes,12,Excellent,Very High,80,No Stock,6,2,Fair,6,5,0,1
RM897,31,26-35,No,Rarely,1062,Research & Development,24,Far,Bachelor,Medical,1,1252,High,Female,96,Medium,2,Healthcare Representative,Low,Single,6812,5k-10k,17198,1,Y,No,19,Excellent,Medium,80,No Stock,10,2,Good,10,9,1,8
RM951,31,26-35,No,Non-Travel,587,Sales,2,Near,Master,Life Sciences,1,1324,Very High,Female,57,High,3,Sales Executive,High,Divorced,9852,5k-10k,8935,1,Y,Yes,19,Excellent,Low,80,Low,10,5,Fair,10,8,9,6
RM953,31,26-35,Yes,Frequently,1060,Sales,1,Near,Bachelor,Life Sciences,1,1331,Very High,Female,54,High,1,Sales Representative,Medium,Single,2302,Upto 5k,8319,1,Y,Yes,11,Excellent,Low,80,No Stock,3,2,Excellent,3,2,2,2
RM981,31,26-35,Yes,Frequently,703,Sales,2,Near,Bachelor,Life Sciences,1,1379,High,Female,90,Medium,1,Sales Representative,Very High,Single,2785,Upto 5k,11882,7,Y,No,14,Excellent,High,80,No Stock,3,3,Excellent,1,0,0,0
RM986,31,26-35,Yes,Rarely,330,Research & Development,22,Far,Master,Medical,1,1389,Very High,Male,98,High,2,Manufacturing Director,High,Married,6179,5k-10k,21057,1,Y,Yes,15,Excellent,Very High,80,Medium,10,3,Fair,10,2,6,7
RM1013,31,26-35,Yes,Frequently,667,Sales,1,Near,Master,Life Sciences,1,1427,Medium,Female,50,Low,1,Sales Representative,High,Single,1359,Upto 5k,16154,1,Y,No,12,Excellent,Medium,80,No Stock,1,3,Good,1,0,0,0
RM1015,31,26-35,No,Rarely,182,Research & Development,8,Medium,Doctor,Life Sciences,1,1430,Low,Female,93,High,4,Research Director,Medium,Single,16422,15k+,8847,3,Y,No,11,Excellent,High,80,No Stock,9,3,Excellent,3,2,1,0
RM1017,31,26-35,Yes,Rarely,202,Research & Development,8,Medium,Bachelor,Life Sciences,1,1433,Low,Female,34,Medium,1,Research Scientist,Medium,Single,1261,Upto 5k,22262,1,Y,No,12,Excellent,High,80,No Stock,1,3,Excellent,1,0,0,0
RM1031,31,26-35,No,Rarely,326,Sales,8,Medium,College,Life Sciences,1,1453,Low,Male,31,High,3,Sales Executive,Very High,Divorced,10793,10k-15k,8386,1,Y,No,18,Excellent,Low,80,Low,13,5,Good,13,7,9,9
RM1034,31,26-35,Yes,Frequently,1445,Research & Development,1,Near,Doctor,Life Sciences,1,1459,High,Female,100,Very High,3,Manufacturing Director,Medium,Single,7446,5k-10k,8931,1,Y,No,11,Excellent,Low,80,No Stock,10,2,Good,10,8,4,7
RM1036,31,26-35,No,Rarely,1398,Human Resources,8,Medium,College,Medical,1,1461,Very High,Female,96,Very High,1,Human Resources,Medium,Single,2109,Upto 5k,24609,9,Y,No,18,Excellent,Very High,80,No Stock,8,3,Good,3,2,0,2
RM1037,31,26-35,Yes,Frequently,523,Research & Development,2,Near,Bachelor,Life Sciences,1,1464,Medium,Male,94,High,1,Laboratory Technician,Very High,Married,3722,Upto 5k,21081,6,Y,Yes,13,Excellent,High,80,Low,7,2,Poor,2,2,2,2
RM1086,31,26-35,Yes,Frequently,561,Research & Development,3,Near,Bachelor,Life Sciences,1,1537,Very High,Female,33,High,1,Research Scientist,High,Single,4084,Upto 5k,4156,1,Y,No,12,Excellent,Low,80,No Stock,7,2,Poor,7,2,7,7
RM1145,31,26-35,No,Frequently,715,Sales,2,Near,Master,Other,1,1613,Very High,Male,54,High,2,Sales Executive,Low,Single,5332,5k-10k,21602,7,Y,No,13,Excellent,Very High,80,No Stock,10,3,Good,5,2,0,3
RM1192,31,26-35,No,Rarely,1112,Sales,5,Near,Master,Life Sciences,1,1673,Low,Female,67,High,2,Sales Executive,Very High,Married,5476,5k-10k,22589,1,Y,No,11,Excellent,Low,80,Medium,10,2,Good,10,0,0,2
RM1228,31,26-35,No,Rarely,741,Research & Development,2,Near,Master,Life Sciences,1,1721,Medium,Male,69,High,1,Laboratory Technician,High,Married,3477,Upto 5k,18103,1,Y,No,14,Excellent,Very High,80,Low,6,2,Excellent,5,2,0,3
RM1240,31,26-35,No,Frequently,163,Research & Development,24,Far,Below College,Technical Degree,1,1736,Very High,Female,30,High,2,Manufacturing Director,Very High,Single,5238,5k-10k,6670,2,Y,No,20,Outstanding,Very High,80,No Stock,9,3,Fair,5,4,1,4
RM1248,31,26-35,No,Rarely,1003,Sales,5,Near,Bachelor,Technical Degree,1,1749,Low,Male,51,High,2,Sales Executive,High,Married,8346,5k-10k,20943,1,Y,No,19,Excellent,High,80,Low,6,3,Good,5,2,0,2
RM1258,31,26-35,Yes,Rarely,1079,Sales,16,Far,Master,Marketing,1,1761,Low,Male,70,High,3,Sales Executive,High,Married,8161,5k-10k,19002,2,Y,No,13,Excellent,Low,80,High,10,2,Good,1,0,0,0
RM1275,31,26-35,No,Rarely,196,Sales,29,Far,Master,Marketing,1,1784,Low,Female,91,Medium,2,Sales Executive,Very High,Married,5468,5k-10k,13402,1,Y,No,14,Excellent,Low,80,Medium,13,3,Good,12,7,5,7
RM1307,31,26-35,No,Frequently,1125,Sales,7,Medium,Master,Marketing,1,1833,Low,Female,68,High,3,Sales Executive,Low,Married,9637,5k-10k,8277,2,Y,No,14,Excellent,Very High,80,Medium,9,3,Good,3,2,2,2
RM1313,31,26-35,Yes,Rarely,359,Human Resources,18,Far,Doctor,Human Resources,1,1842,Very High,Male,89,Very High,1,Human Resources,Low,Married,2956,Upto 5k,21495,0,Y,No,17,Excellent,High,80,No Stock,2,4,Good,1,0,0,0
RM1342,31,26-35,No,Rarely,311,Research & Development,20,Far,Bachelor,Life Sciences,1,1881,Medium,Male,89,High,2,Laboratory Technician,High,Divorced,4197,Upto 5k,18624,1,Y,No,11,Excellent,Low,80,Low,10,2,Good,10,8,0,2
RM1359,31,26-35,No,Rarely,1079,Sales,10,Medium,College,Medical,1,1912,High,Female,86,High,2,Sales Executive,Very High,Divorced,6583,5k-10k,20115,2,Y,Yes,11,Excellent,Very High,80,Low,8,2,Good,5,2,1,4
RM1361,31,26-35,No,Rarely,471,Research & Development,4,Near,Bachelor,Medical,1,1916,Low,Female,62,Very High,1,Laboratory Technician,High,Divorced,3978,Upto 5k,16031,8,Y,No,12,Excellent,Medium,80,Low,4,0,Fair,2,2,2,2
RM1383,31,26-35,No,Non-Travel,976,Research & Development,3,Near,College,Medical,1,1948,High,Male,48,High,1,Research Scientist,Low,Divorced,3065,Upto 5k,3995,1,Y,Yes,13,Excellent,Very High,80,Low,4,3,Excellent,4,2,2,3
RM1390,31,26-35,No,Frequently,1125,Research & Development,1,Near,Bachelor,Life Sciences,1,1956,Very High,Male,48,Low,2,Research Scientist,Low,Married,5003,5k-10k,5771,1,Y,No,21,Outstanding,Medium,80,No Stock,10,6,Good,10,8,8,7
RM1396,31,26-35,Yes,Frequently,754,Sales,26,Far,Master,Marketing,1,1967,Low,Male,63,High,2,Sales Executive,Very High,Married,5617,5k-10k,21075,1,Y,Yes,11,Excellent,High,80,No Stock,10,4,Good,10,7,0,8
RM1403,31,26-35,No,Rarely,1276,Research & Development,2,Near,Below College,Medical,1,1974,Very High,Female,59,Low,1,Laboratory Technician,Very High,Divorced,1129,Upto 5k,17536,1,Y,Yes,11,Excellent,High,80,High,1,4,Good,1,0,0,0
RM1406,31,26-35,No,Non-Travel,697,Research & Development,10,Medium,Bachelor,Medical,1,1979,High,Female,40,High,3,Research Director,High,Married,11031,10k-15k,26862,4,Y,No,20,Outstanding,High,80,Low,13,2,Excellent,11,7,4,8
RM1418,31,26-35,No,Rarely,1154,Sales,2,Near,College,Life Sciences,1,1996,Low,Male,54,High,1,Sales Representative,High,Married,3067,Upto 5k,6393,0,Y,No,19,Excellent,High,80,Low,3,1,Good,2,2,1,2
RM1464,31,26-35,No,Non-Travel,325,Research & Development,5,Near,Bachelor,Medical,1,2057,Medium,Male,74,High,2,Manufacturing Director,Low,Single,9936,5k-10k,3787,0,Y,No,19,Excellent,Medium,80,No Stock,10,2,Good,9,4,1,7
RM1464,31,26-35,No,Non-Travel,325,Research & Development,5,Near,Bachelor,Medical,1,2057,Medium,Male,74,High,2,Manufacturing Director,Low,Single,9936,5k-10k,3787,0,Y,No,19,Excellent,Medium,80,No Stock,10,2,Good,9,4,1,7
RM006,32,26-35,No,Frequently,1005,Research & Development,2,Near,College,Life Sciences,1,8,Very High,Male,79,High,1,Laboratory Technician,Very High,Single,3068,Upto 5k,11864,0,Y,No,13,Excellent,High,80,No Stock,8,2,Fair,7,7,3,6
RM017,32,26-35,No,Rarely,334,Research & Development,5,Near,College,Life Sciences,1,21,Low,Male,80,Very High,1,Research Scientist,Medium,Divorced,3298,Upto 5k,15053,0,Y,Yes,12,Excellent,Very High,80,Medium,7,5,Fair,6,2,0,5
RM027,32,26-35,Yes,Frequently,1125,Research & Development,16,Far,Below College,Life Sciences,1,33,Medium,Female,72,Low,1,Research Scientist,Low,Single,3919,Upto 5k,4681,1,Y,Yes,22,Outstanding,Medium,80,No Stock,10,5,Good,10,2,6,
RM061,32,26-35,No,Rarely,427,Research & Development,1,Near,Bachelor,Medical,1,78,Low,Male,33,High,2,Manufacturing Director,Very High,Married,6162,5k-10k,10877,1,Y,Yes,22,Outstanding,Medium,80,Low,9,3,Good,9,8,7,8
RM074,32,26-35,No,Rarely,548,Research & Development,1,Near,Bachelor,Life Sciences,1,96,Medium,Male,66,High,2,Research Scientist,Medium,Married,6220,5k-10k,7346,1,Y,No,17,Excellent,Medium,80,Medium,10,3,Good,10,4,0,
RM095,32,26-35,No,Rarely,1093,Sales,6,Medium,Master,Medical,1,125,Medium,Male,87,High,2,Sales Executive,High,Single,5010,5k-10k,24301,1,Y,No,16,Excellent,Low,80,No Stock,12,0,Good,11,8,5,7
RM102,32,26-35,No,Rarely,827,Research & Development,1,Near,Below College,Life Sciences,1,134,Very High,Male,71,High,1,Research Scientist,Low,Single,2956,Upto 5k,15178,1,Y,No,13,Excellent,Very High,80,No Stock,1,2,Good,1,0,0,0
RM141,32,26-35,Yes,Rarely,1033,Research & Development,9,Medium,Bachelor,Medical,1,190,Low,Female,41,High,1,Laboratory Technician,Low,Single,4200,Upto 5k,10224,7,Y,No,22,Outstanding,Low,80,No Stock,10,2,Excellent,5,4,0,
RM145,32,26-35,No,Frequently,689,Sales,9,Medium,College,Medical,1,195,Very High,Male,35,Low,2,Sales Executive,Very High,Divorced,4668,Upto 5k,22812,0,Y,No,17,Excellent,Very High,80,High,9,2,Excellent,8,7,0,
RM155,32,26-35,No,Frequently,967,Sales,8,Medium,Bachelor,Marketing,1,207,Medium,Female,43,High,3,Sales Executive,Very High,Single,8998,5k-10k,15589,1,Y,No,14,Excellent,Very High,80,No Stock,9,2,Good,9,8,3,7
RM170,32,26-35,No,Rarely,120,Research & Development,6,Medium,Doctor,Life Sciences,1,231,High,Male,43,High,1,Research Scientist,High,Single,3038,Upto 5k,12430,3,Y,No,20,Outstanding,Low,80,No Stock,8,2,Good,5,4,1,4
RM211,32,26-35,Yes,Rarely,1045,Sales,4,Near,Master,Medical,1,291,Very High,Male,32,Low,3,Sales Executive,Very High,Married,10400,10k-15k,25812,1,Y,No,11,Excellent,High,80,No Stock,14,2,Fair,14,8,9,
RM239,32,26-35,No,Rarely,1401,Sales,4,Near,College,Life Sciences,1,330,High,Female,56,High,1,Sales Representative,Medium,Married,3931,Upto 5k,20990,2,Y,No,11,Excellent,Low,80,Low,6,5,Good,4,3,1,2
RM240,32,26-35,Yes,Rarely,515,Research & Development,1,Near,Bachelor,Life Sciences,1,331,Very High,Male,62,Medium,1,Laboratory Technician,High,Single,3730,Upto 5k,9571,0,Y,Yes,14,Excellent,Very High,80,No Stock,4,2,Poor,3,2,1,2
RM242,32,26-35,No,Non-Travel,976,Sales,26,Far,Master,Marketing,1,333,High,Male,100,High,2,Sales Executive,Very High,Married,4465,Upto 5k,12069,0,Y,No,18,Excellent,Low,80,No Stock,4,2,Good,3,2,2,2
RM261,32,26-35,No,Frequently,1311,Research & Development,7,Medium,Bachelor,Life Sciences,1,359,Medium,Male,100,Very High,1,Laboratory Technician,Medium,Married,2794,Upto 5k,26062,1,Y,No,20,Outstanding,High,80,No Stock,5,3,Poor,5,1,0,3
RM263,32,26-35,No,Rarely,128,Research & Development,2,Near,Below College,Technical Degree,1,362,Very High,Male,84,Medium,2,Laboratory Technician,Low,Single,2176,Upto 5k,19737,4,Y,No,13,Excellent,Very High,80,No Stock,9,5,Good,6,2,0,4
RM307,32,26-35,No,Rarely,906,Sales,7,Medium,Bachelor,Life Sciences,1,420,Very High,Male,91,Medium,2,Sales Executive,High,Married,5484,5k-10k,16985,1,Y,No,14,Excellent,High,80,Low,13,3,Fair,13,8,4,8
RM320,32,26-35,No,Rarely,588,Sales,8,Medium,College,Technical Degree,1,436,High,Female,65,Medium,2,Sales Executive,Medium,Married,5228,5k-10k,24624,1,Y,Yes,11,Excellent,Very High,80,No Stock,13,2,Good,13,12,11,9
RM323,32,26-35,No,Rarely,1018,Research & Development,2,Near,Master,Medical,1,439,Low,Female,74,Very High,2,Research Scientist,Very High,Single,5055,5k-10k,10557,7,Y,No,16,Excellent,High,80,No Stock,10,0,Fair,7,7,0,7
RM352,32,26-35,No,Rarely,1062,Research & Development,2,Near,Bachelor,Medical,1,471,High,Female,75,High,1,Laboratory Technician,Medium,Married,2370,Upto 5k,3956,1,Y,No,13,Excellent,High,80,Low,8,4,Good,8,0,0,7
RM470,32,26-35,Yes,Non-Travel,1474,Sales,11,Medium,Master,Other,1,631,Very High,Male,60,Very High,2,Sales Executive,High,Married,4707,Upto 5k,23914,8,Y,No,12,Excellent,Very High,80,No Stock,6,2,Good,4,2,1,2
RM501,32,26-35,No,Rarely,646,Research & Development,9,Medium,Master,Life Sciences,1,679,Low,Female,92,High,2,Research Scientist,Very High,Married,6322,5k-10k,18089,1,Y,Yes,12,Excellent,Very High,80,Low,6,2,Fair,6,4,0,5
RM528,32,26-35,No,Rarely,929,Sales,10,Medium,Bachelor,Marketing,1,722,Very High,Male,55,High,2,Sales Executive,Very High,Single,5396,5k-10k,21703,1,Y,No,12,Excellent,Very High,80,No Stock,10,2,Fair,10,7,0,8
RM532,32,26-35,No,Rarely,1018,Research & Development,3,Near,College,Life Sciences,1,727,High,Female,39,High,3,Research Director,Very High,Single,11159,10k-15k,19373,3,Y,No,15,Excellent,Very High,80,No Stock,10,6,Good,7,7,7,7
RM559,32,26-35,No,Frequently,430,Research & Development,24,Far,Master,Life Sciences,1,772,Low,Male,80,High,2,Laboratory Technician,Very High,Married,5309,5k-10k,21146,1,Y,No,15,Excellent,Very High,80,Medium,10,2,Good,10,8,4,7
RM601,32,26-35,No,Rarely,859,Research & Development,4,Near,Bachelor,Life Sciences,1,830,High,Female,98,Medium,2,Manufacturing Director,High,Married,6162,5k-10k,19124,1,Y,No,12,Excellent,High,80,Low,14,3,Good,14,13,6,8
RM623,32,26-35,No,Rarely,117,Sales,13,Medium,Master,Life Sciences,1,859,Medium,Male,73,High,2,Sales Executive,Very High,Divorced,4403,Upto 5k,9250,2,Y,No,11,Excellent,High,80,Low,8,3,Fair,5,2,0,3
RM627,32,26-35,No,Rarely,638,Research & Development,8,Medium,College,Medical,1,865,High,Female,91,Very High,2,Research Scientist,High,Married,5175,5k-10k,22162,5,Y,No,12,Excellent,High,80,Low,9,3,Fair,5,3,1,3
